,full_name,group_id,shrot_name,user_id
0,Подслушано Темрюк.,68106204,podslushano.temryuk,6851649
1,Я ❤ КИНО,113071474,kinohd,6851649
2,Безумные приколы,30751873,benderjoke,6851649
3,Парадокс Шрёдингера,157733301,paradoks_shrodingera,6851649
4,Лучшая Музыка • Новинки 2019,68629392,best_0_0_music,6851649
5,Все гениальное - просто!,54365244,domicus,6851649
6,Смейся до слёз :D,100411909,smeysya_doslez,6851649
7,"Футбол – больше, чем игра! | Лига Чемпионов",28267986,football_ea,6851649
8,Факты из Истории,95385562,historycal_facts,6851649
9,ФК «Зенит» Санкт-Петербург,131568455,rfzenit,6851649
10,Интересные факты,82545064,interst_facts,6851649
11,КиноКайф - лучшее из мира кино!,34199707,movie4you,6851649
12,Кулинария как искусство,54365271,pokyshay,6851649
13,Словарный запас (EN),34305040,en_word,6851649
14,МЯСО | Мужская кухня,68988957,mensrecipes,6851649
15,СТУДЕНТ-МЕДИК [ОФИЦИАЛЬНАЯ СТРАНИЦА],29716377,yamedik,6851649
16,Английский язык,40167434,engl4you,6851649
17,Other,153371317,otherfoto,6851649
18,"Капитал | бизнес, финансы, инвестирование",81354264,kapital4you,6851649
19,БИБЛИОТЕКА ТРЕНИРОВОК | Ваша самооборона,122560100,biblioteka_trenirovok,6851649
20,Владимир 'Maelstorm' Кузьминов | Dota 2 RuHub,49370805,maelstormone,6851649
21,Повар,134730367,club134730367,6851649
22,ТЕХНИК,155592778,auto_tekhnik,6851649
23,Мировой повар,152239875,mirrpovar,6851649
24,Shop-Football.ru,121110750,shopfootballru,6851649
25,SteelSeries,56865660,steelseries,6851649
26,ФК Юбилейный,145296267,club145296267,6851649
27,Светящиеся Кроссовки за репост от LedRunning,115494948,krossovkizarepost,6851649
28,Пошлые анекдоты,119623218,vulgaranekdot,6851649
29,Дзен,23213239,dzenpub,6851653
30,Тонкий юмор,25679656,sarsar,6851653
31,Прояснилось.,27932995,proyasnil,6851653
32,Psychology|Психология,30525261,sci_psy,6851653
33,Шредингер Шутит,31076033,sh_ring,6851653
34,The Nerd,33134232,journal.nerd,6851653
35,Циник,34904674,i.cynic,6851653
36,Другая Музыка,35486626,another_muz,6851653
37,I.H.,37346579,inhol,6851653
38,Эзотерика,37911280,tut_me4ti,6851653
39,Тихие Радости Зла,41811107,devil_club,6851653
40,The Brain | блог об умном,42072344,brainfeed,6851653
41,Психология | Эзотерика | Йога,50106785,sumasoshli,6851653
42,НИЧЕГО ЛИЧНОГО,50198375,club50198375,6851653
43,Психология,55662720,psyxov,6851653
44,Юмор Шрёдингера,58737741,humor_schrodinger,6851653
45,ОИК (Отрывки из книг),60779403,oik_vk,6851653
46,Чердак,65863347,cherdak.blog,6851653
47,Лепрозорий,65960786,leprazo,6851653
48,Соображариум,82175924,soobragarium,6851653
49,minimalism,85237345,mnml,6851653
50,ЖК Внуково 2016/2017,135968582,vnukovo20162017sosedi,6851656
51,Достойные фильмы,33769500,dfilm,6851656
52,Женское пальто KROYYORK,85950627,kroyyork,6851656
53,Бьюти-блог о косметике и макияже Olga Blik,25870183,olgamakeup,6851656
54,КиноПоиск,108468,kinopoisk,6851656
55,СССР -  вспомним лучшее),162924424,sssr.luchshee,6851656
56,Дисконт INTIMISSIМI САLZEDONIA DISCOUNT OUTLET,126173108,intimisimii,6851656
57,"Раёнза — Ново-Переделкино, Солнцево и соседи",29411916,raenza,6851656
58,VK Music,147845620,vkmusic,6851656
59,"Paola Reina, Antonio Juan. Испанские куколки",18311156,paolareina_antoniojuan,6851656
60,Наука и Факты,34118551,scifacts,6851656
61,Цитаты и Книги,31752409,eternity,6851656
62,Vandrouki | Путешествия почти бесплатно (RU),63731512,vandroukiru,6851656
63,Moroccanoil Russia,168813781,moroccanoilrussia,6851656
64,Золотое Яблоко,44515433,goldapple_ru,6851656
65,Бизнес-цитатник. Online журнал,28556858,businessquotes,6851656
66,Zaycev.net,34001496,zaycevnet,6851656
67,"Эзотерика | психология, йога, саморазвитие",101725333,sampsy,6851656
68,Массаж в Ново-Переделкино - Солнцево,68582105,club68582105,6851656
69,Аудиокниги,73476,free_audiobooks,6851656
70,Весы,39080139,club39080139,6851656
71,Психология тишины,41883468,psycho,6851656
72,Клипы | Новинки клипов | Хиты,59229364,klipyzdes,6851656
73,Циничный визажист,84457696,muacinic,6851718
74,Ideas & Decor,31963425,ideasdecor,6851718
75,Голос,41774259,voice1tv,6851718
76,До и После  — Фитнес Трансформация,90500264,fitness_transformation,6851718
77,"Фонд ""Рука помощи бездомным животным""",144115095,animalspnz_fund58,6851718
78,Всё натуральное рядом!,175768213,club175768213,6851718
79,Снять квартиру на сутки Пенза/ посуточно Пенза,15895061,nasytki58,6851718
80,Идеи вашего дома,32439535,homeideaz,6851718
81,iFeed,26858816,ifeed,6851718
82,РУССКАЯ ДУША || СВЯТАЯ РУСЬ || ИСТОРИЯ РОССИИ,32437382,pysskay,6851718
83,LOFT фотостудия,64403502,loft_foto,6851718
84,MMP model agency,58427026,mmp_modelagency,6851718
85,Лепрозорий,65960786,leprazo,6851718
86,Винтажная мода,59245439,vintagevogue,6851718
87,Шпильки | Женский Журнал,29686754,woman.blog,6851718
88,Ideen,33803847,ideen,6851718
89,Я могу. Пенза (Сервис поиска),90309360,ican.penza,6851718
90,40 КГ,28627911,40kg,6851718
91,E-squire,24098496,ru.esquire,6851718
92,Услуги в Пензе,106610336,penza_uslugi,6851718
93,Мизантроп,29369218,misanthrope_blog,6851718
94,Палата №6,56106344,pn6,6851718
95,Уроки красоты | Video,107019848,beauty_videos,6851718
96,Без кота и жизнь не та ツ,32015300,bez_kota,6851718
97,ROUGE Models Agency,54041806,rouge_model_agency,6851718
