,full_name,group_id,shrot_name,user_id
0,ПЛОХИЕ НОВОСТИ,150709625,plohie_novosti_mc,6799701
1,Сноска,74966679,snozzka,6799701
2,Малогабаритка,141409293,40sq_m,6799701
3,ДТП и ЧП Москва,112602088,mskdtp,6799701
4,Школа ремонта,38379853,rem_shkola,6799701
5,Право на чудо. Фонд помощи недоношенным детям,95794164,bfpravonachudo,6799701
6,Дизайн Интерьера | 33 кв. метра,153272708,des_ideas,6799701
7,Идеи дизайна интерьера,36184135,i_des,6799701
8,Кулинарное искусство,47118092,cooklove,6799701
9,LIFE | Новости,24199209,life,6799701
10,Москва с огоньком | Новости Москвы,126212725,moscowtop1,6799701
11,Сарказм,26030283,agil_vk,6799701
12,Mash | Мэш,112510789,mash,6799701
13,Кастинги для детей,46492336,casting_dlya_detey_mockba,6799701
14,Ideas & Decor,31963425,ideasdecor,6799701
15,Gif Life,76660217,giflifee,6799701
16,Действительно смешно,23243883,topds,6799701
17,Дизайн и декор 🏠,64762359,decor.house,6799701
18,ЁП,12382740,fuck_humor,6799701
19,"Wow Реклама |  Креатив, дизайн, творчество",12818778,wow_reklama,6799701
20,МИР КРЕАТИВА,38175413,mircreativa,6799701
21,mimi KIDS,41450004,mimikids,6799701
22,Школа ремонта [ ДАЧА ],66362370,dacha_remont,6799701
23,Хитрости жизни,30953300,lifecheater,6799701
24,Smart - умный журнал!,47679753,be.smart,6799701
25,И так сойдет!,30770434,itakks,6799701
26,До | После,115037408,beforeafter,6799701
27,Клуб Молодых Мам (КММ),35232329,mama.club,6799701
28,"Наука и факты | Что будет, если...?",41041067,chto.budet.esli,6799701
29,Чёрный юмор,40800148,chozah,6799701
30,Реальный Футбол,71474813,footballru,6799701
31,Крутые Комментарии,56720017,steep.comments,6799701
32,Четкие Приколы,23064236,ilikes,6799701
33,Интересные штуки,45613675,shtuky,6799701
34,Идеи для творчества и подарков своими руками,31805219,i_d_t,6799701
35,Кулинарные мелочи,52026163,cookit.blog,6799701
36,Маникюр | Ногти,35762179,nogtikcom,6799701
37,Салон Красавиц,40045428,salon_of_beautiful_women,6799701
38,"Шопоголик (Стиль, мода, красота)",29140284,gidpostilyu,6799701
39,Ностальгия.,60109889,90e_sssr,6799701
