,full_name,group_id,shrot_name,user_id
0,Триколор,27863223,tricolor_tv,6720780
1,OYSHO,56838718,oysho,6720780
2,Гончарная студия №1 | 7 адресов в Петербурге,142178011,goncharnayastudia,6720780
3,Art Traffic. Культура. Искусство,52526415,arttraffic2,6720780
4,movies in english ★★★фильмы на английском,73707971,moviesin.english,6720780
5,оправдания для олега,148438786,proekt_ne_gotov,6720780
6,beSMART,40234355,tobesmrt,6720780
7,Vandrouki | Путешествия почти бесплатно (RU),63731512,vandroukiru,6720780
8,СТОКМАНН | STOCKMANN Russia,68327127,stockmann.russia,6720780
9,Best audiobooks in English,69777695,best_audiobooks,6720780
10,Сегодня в Петербурге,160784088,spbntv,6720780
11,Бизнес Молодость,25276999,molodost_bz,6720782
12,"Барахолка, VDK - Объявления Владивосток",65772138,vdksell,6720782
13,Ana Cherie /Ана Шерри/ Официальная группа автора,159300562,anacherie_officialgroup,6720783
14,В помощь учителю ©,154463779,club154463779,6720783
15,Я люблю русский язык!,39321576,love_russian_language,6720783
16,Пермский академический Театр-Театр,35154753,teatrteatrperm,6720783
17,Шедевры рекламы,29302425,bestad,6720783
18,Новинки кино,56176916,kinonov_in,6720783
19,Я ЗНАЮ ПДД,172409055,autoshkolayaznajupdd,6720783
20,Образовательный журнал со вкусом,36047336,life2hack,6720783
21,Куда сходить в Перми?,43322215,dosugvpermi,6720783
22,Читающие,42968101,club42968101,6720783
23,ШКОЛА МИНИ-СКАЗОК,56123934,schoolminiskazok,6720783
24,Я - учитель русского языка и литературы!,80054673,russiann_teacher,6720783
25,Дружу с русским,155354096,russlanguage,6720783
26,Типичный писатель • Typical writer,31037710,typical__writer,6720783
27,Сообщество учителей,58050670,prepodam,6720783
28,Читай-город,22142529,chitaigorod,6720783
29,Домашняя школа грамотности Екатерины Бунеевой,156834290,buneeva_avtor,6720783
30,Я - учитель начальных классов!,91650016,nachshkola,6720783
31,Современный театр,50334704,protheatre,6720783
32,Грамота.ру,53428918,gramotaru,6720783
33,Шедевры литературы | книги,29690457,shbooks,6720783
34,Здоровое питание сухофрукты  Пермь/ Живой Выбор,155981078,jivoivibor,6720783
35,ПСИХОЛОГИЯ,31862851,badpsycho,6720783
36,"Фильмы, изменившие мою жизнь",25903808,club25903808,6720783
37,Sportbox.ru,35213860,sportbox,6720783
38,МАТЧ ТВ,101982925,matchtv,6720783
39,Словарный запас,33338722,slovo7,6720783
40,Записки шеф-повара,48618580,chief.cooker,6720783
41,Английский язык,36147615,english_is_fun,6720783
42,H&M Russia,44934832,hmrussia,6720783
43,Paintings Gallery,103153295,club103153295,6720783
44,Киномания,22798006,kino_mania,6720783
45,ЛитЛайф - Литературное сообщество,49648815,litlife.club,6720783
46,"АСТ: редакция ""ВРЕМЕНА""",103884234,vremenavast,6720783
47,Аудиокниги и книги - электронная библиотека,3868547,bookary,6720783
48,"Русские фильмы (2019), сериалы, мелодрамы онлайн",36606428,melodrami,6720783
49,Guest House Radell,167766915,gh.radell,6720783
50,Туристическая компания «Чемодан»,30832581,chemodan_perm,6720783
51,Albertina,60114472,al_bertina,6720783
52,Самое Интересное Сообщество | СИС,74057358,saminsob,6720783
53,А знаешь ли ты?! | Интересные факты,82494292,fakty14,6720783
54,Контактные линзы в Перми и Кирове | Море линз,13832779,morelinz,6720783
55,Warner Bros. Россия,16395362,wbrussia,6720783
56,Всегда говори Да | Мотивация и вдохновение,35143550,m_yes,6720783
57,Пермь Онлайн,50776724,permonline,6720783
58,Читающие,60207131,chitaushie,6720783
59,Практическая психология,62398004,pro.psyx,6720783
60,"ТАМ, ГДЕ КНИГИ ║ WHERE BOOKS",64846574,wherebooks,6720783
61,СМЕШАРИКИ | Игровая | Кафе | Магазин | Пермь,65008348,smeshariki_prm,6720783
62,Торговый центр Радуга | Пермь,75785888,perm_raduga,6720783
63,Oliva Greek Restaurant | Пермь,125954561,olivaperm,6720783
64,Сводки от ополчения Новороссии,57424472,strelkov_info,6720785
65,ArcheAge,48398185,public_archeage,6720786
66,SUDOROGA,171363745,sudoroga1,6720786
67,СПЛИН | SPLEAN,24823541,spleanru,6720786
68,Мой футбол,165948811,official_myfootball,6720786
69,THE HATTERS,109964404,thehatters,6720786
70,Мои футбольные мемы,177603469,myfootball_mems,6720786
71,Литературный кайф,90983046,bookorg,6720787
72,Just Music - Новинки Музыки 2019,74653596,just_music_best,6720787
73,Гусь,152624627,therealgus,6720787
74,Эзотерика,37911280,tut_me4ti,6720787
75,Мудрые мысли,28938560,wise_thoughts,6720787
76,Мамочки,46593573,vk_mamochki,6720787
77,КРАСИВАЯ,75393978,krasivaya_public,6720787
78,Мама-солнышко,128900315,sunmommy,6720787
79,ВЕСЫ,108129353,vesy_unhoroscope,6720787
80,Женские секреты,28528027,ime4ta,6720787
81,Факты о родившихся 20 октября,128575269,club128575269,6720787
82,Омар Хайям и другие великие философы,45588871,poet_omar,6720787
